=========================[-0.095, -0.005, 0.995, 3.0936797006784724, -0.10998587378601472, -0.11065722117389565, -1]
[-0.09568645060062408, -0.0001330298837274313, 1.0116935968399048, 0.9975056052207947, -0.001530954847112298, 0.07057040929794312, 0.0002298969338880852]
[-0.09567659348249435, -0.0004990583402104676, 1.0111783742904663, 0.9975295066833496, -0.0018515242263674736, 0.07022352516651154, 0.00039542512968182564]
[-0.09558260440826416, -0.0010130803566426039, 1.0102630853652954, 0.9975618124008179, -0.002354230033233762, 0.06974552571773529, 0.000657798198517412]
[-0.09547572582960129, -0.0014797697076573968, 1.009305477142334, 0.9975894689559937, -0.0028753059450536966, 0.06932641565799713, 0.0009256869088858366]
[-0.09539192169904709, -0.0019000063184648752, 1.008374810218811, 0.9976130127906799, -0.0034034925047308207, 0.06895876675844193, 0.0011940535623580217]
[-0.09533392637968063, -0.0022802294697612524, 1.0074880123138428, 0.9976332783699036, -0.003935076296329498, 0.06863128393888474, 0.0014621757436543703]
[-0.09529705345630646, -0.0026257396675646305, 1.0066497325897217, 0.9976509213447571, -0.004467840772122145, 0.06833474338054657, 0.0017295959405601025]
[-0.09527594596147537, -0.0029405546374619007, 1.005860447883606, 0.997666597366333, -0.005000119563192129, 0.06806181371212006, 0.001995852217078209]
[-0.09526605159044266, -0.0032279074657708406, 1.0051195621490479, 0.9976806044578552, -0.00553069869056344, 0.0678066834807396, 0.002260569017380476]
[-0.0952637642621994, -0.003490544855594635, 1.0044257640838623, 0.9976933002471924, -0.006058720406144857, 0.06756480038166046, 0.0025234767235815525]
=========================[-0.095, -0.005, 0.995, 3.0936797006784724, -0.10998587378601472, -0.11065722117389565, -1]
[-0.09526629745960236, -0.0037308332975953817, 1.0037773847579956, 0.9977049827575684, -0.006583566311746836, 0.06733258813619614, 0.0027843851130455732]
[-0.09527155011892319, -0.003950830549001694, 1.0031723976135254, 0.9977158308029175, -0.007104783318936825, 0.06710726022720337, 0.003043159143999219]
[-0.09527795761823654, -0.004152344539761543, 1.0026087760925293, 0.9977260231971741, -0.0076220338232815266, 0.06688668578863144, 0.0032997033558785915]
