(-0.021567746996879605, 0.0006651494186371565, -0.058467984199523926, 0.0, 0.004158971626656484, 0.0)
(-0.020822949707508115, 0.0006735028728144243, -0.05665898323059082, 0.0, 0.004086298754788445, 0.0)
(-0.019810974597930936, 0.0006895002297824249, -0.05354106426239014, 0.0, 0.0039813920960941026, 0.0)
(-0.018809467554092435, 0.0007045544043648988, -0.050305724143981934, 0.0, 0.0038875464291148985, 0.0)
(-0.017766572535038022, 0.0007182642730185762, -0.04714548587799072, 0.0, 0.0038037088415987467, 0.0)
(-0.0167147368192673, 0.0007323459431063384, -0.044122934341430664, 0.0, 0.00372806833814659, 0.0)
(-0.015723697841167478, 0.0007476350583601743, -0.04127621650695801, 0.0, 0.0036581382604454686, 0.0)
(-0.014777995645999936, 0.0007634885696461424, -0.03860175609588623, 0.0, 0.003591167989428551, 0.0)
(-0.01386999338865283, 0.0007785110938129947, -0.03609418869018555, 0.0, 0.0035262427418114362, 0.0)
(-0.012996263802051572, 0.0007922273653093725, -0.03374457359313965, 0.0, 0.0034630167890607553, 0.0)
(-0.012154720723629026, 0.0008046682341955602, -0.03154337406158447, 0.0, 0.0034013323877640344, 0.0)
(-0.011343799531459836, 0.000815914390841499, -0.029482245445251465, 0.0, 0.0033411137965587197, 0.0)
(-0.010562196373939542, 0.0008260465983767062, -0.02755105495452881, 0.0, 0.0032823080912343407, 0.0)
(-0.009808719158172635, 0.0008351426367880777, -0.025742053985595703, 0.0, 0.00322487888232737, 0.0)
(-0.009082213044166593, 0.0008432758477283642, -0.024046897888183594, 0.0, 0.0031687957368100577, 0.0)
(-0.008384801447391538, 0.0008505032019456849, -0.022459030151367188, 0.0, 0.003114070367532727, 0.0)
(-0.007721625268459348, 0.0008568483463022858, -0.020973682403564453, 0.0, 0.00306060258636685, 0.0)
(-0.0070966333150863925, 0.0008623229223303497, -0.019587278366088867, 0.0, 0.003008199602471515, 0.0)
(-0.00651101768016818, 0.0008669455564813688, -0.0182950496673584, 0.0, 0.0029566466653768, 0.0)
(-0.005966342985630063, 0.0008708337554708123, -0.017092227935791016, 0.0, 0.002906559412770883, 0.0)
(-0.0054555311799049655, 0.0008742655336391181, -0.015966296195983887, 0.0, 0.0028593417212032387, 0.0)
(-0.004964239895343808, 0.0008773371519055218, -0.014905333518981934, 0.0, 0.0028146538490630554, 0.0)
(-0.0044890418648720065, 0.0008800752402748913, -0.013903975486755371, 0.0, 0.0027722704466090287, 0.0)
(-0.0040292292833328525, 0.0008824993710732087, -0.01295924186706543, 0.0, 0.0027320605566442963, 0.0)
(-0.0035845786333084384, 0.0008846276614349335, -0.012066960334777832, 0.0, 0.0026939097828238543, 0.0)
(-0.0031548663973808566, 0.000886477209860459, -0.011225342750549316, 0.0, 0.0026577124676287894, 0.0)
(-0.0027438923716545383, 0.0008880574750946835, -0.010432004928588867, 0.0, 0.0026234879439798083, 0.0)
(-0.002355605363845853, 0.0008893779158825055, -0.00968635082244873, 0.0, 0.002591249593660299, 0.0)
(-0.0019897446036339084, 0.0008904542482923716, -0.008984804153442383, 0.0, 0.0025609036638807826, 0.0)
(-0.0016452297568321506, 0.0008913013152778149, -0.008324980735778809, 0.0, 0.002532337257716691, 0.0)
(-0.0013207569718361178, 0.0008919329411583021, -0.007704496383666992, 0.0, 0.0025054462095480956, 0.0)
(-0.0010152086615562717, 0.0008923622954171151, -0.007120966911315918, 0.0, 0.0024801300734311575, 0.0)
(-0.0007274299860000888, 0.0008926015289034694, -0.00657200813293457, 0.0, 0.002456296688643179, 0.0)
(-0.00045641511678698454, 0.0008926622831495479, -0.006056427955627441, 0.0, 0.0024338568721731994, 0.0)
(-0.0002011954784393588, 0.0008925555448513478, -0.005570650100708008, 0.0, 0.0024127280362713365, 0.0)
(3.9197504520388504e-05, 0.0008922915731091052, -0.005114078521728516, 0.0, 0.002392833544997958, 0.0)
(0.00026562064886090364, 0.0008918799721868709, -0.004684925079345703, 0.0, 0.002374099097353344, 0.0)
(0.0004788562655448636, 0.0008913300553103909, -0.004281401634216309, 0.0, 0.0023564569863117326, 0.0)
(0.0006796866655349454, 0.00089065040810965, -0.0039017200469970703, 0.0, 0.002339839608457503, 0.0)
(0.000868894159793826, 0.0008898492524167523, -0.0035440921783447266, 0.0, 0.0023241888255236525, 0.0)
(0.001047112047672244, 0.0008889340097084641, -0.0032085180282592773, 0.0, 0.002309446810960592, 0.0)
(0.0012150108814239224, 0.0008879119559423998, -0.002892613410949707, 0.0, 0.0022955585072372375, 0.0)
(0.0013731867074966153, 0.0008867900032782927, -0.002595186233520508, 0.0, 0.0022824739598505533, 0.0)
